Tract,County,City,ZIP Code,Chicago Community Area,Hardship Index,Population,Male,Female,Median age,Age <18,Age 18-64,Age 65+,White,Black,American Indian,Asian,Hispanic/Latino,Housing units,Occupied,Vacant,Households,Family households,Female-headed family households,Living alone,Average household size,Women 15-50 with recent birth,% of births to unmarried women,High school graduation rate,College graduation rate,Disability (children),Disability (working-age adults),Disability (elderly),Native,Foreign born,Non-citizens,Speak Spanish at home,Speak English poorly,Labor force participation,Unemployment,Drive alone to work,Public transportation to work,Bike to work,Walk to work,Mean travel time to work,Households with earnings,Households with Social Security income,Households with food stamps/SNAP,Household median income,Household mean income,Per capita income,Median earnings for workers,"Median earnings, male","Median earnings, female",Female earnings differential,Uninsured,Children Uninsured,Private Health Insurance,Employer-Based Health Insurance,Medicare,Medicaid,"Poverty rate, families","Poverty rate, families with children","Poverty rate, families with children <5",Poverty rate,Poverty rate <5,Child poverty rate,Working-age adult poverty rate,Elderly poverty rate,"Household median income, Black","Household median income, Asian","Household median income, Non-Hispanic White","Household median income, Hispanic",White-Black household income differential,White-Hispanic household income differential,Single housing unit,2-4 housing units in building,5+ housing units in building,Built 1979 or earlier,Built 1939 or earlier,Owner occupied,Renter occupied,Moved in before 1990,Utility gas heat,Electric heat,Combustion fuel heat,No heat,Lacking complete plumbing,No telephone service,Median year structure built,Median gross rent,Rent-burdened,Severely rent-burdened,Median value,Median selected monthly owner costs,Housing units with mortgage,Population (2010),"Population Change, 2000-2010",Household Median income (2005-2009),"Household median income, 5-year change",Unemployment (2005-2009),"Unemployment, 5-year change",Median value (2005-2009),"Median value, 5-year change",Poverty rate (2005-2009),Child poverty rate (2005-2009),"Poverty rate, 5-year change","Child poverty rate, 5-year change",Median gross rent (2005-2009),"Median gross rent, 5-year change",Walk Score,Disconnected youth,Crowded housing
17197880313,Will County,Aurora,60503,,29.2,11588,51.398,48.602,32.3,35.666,61.788,2.546,60.356,6.602,0,17.38,13.911,3501,96.315,3.685,3372,82.77,6.762,13.612,3.44,5.646,0,96.654,57.577,1.694,5.279,28.475,81.697,18.303,7.81,8.803,5.23,78.563,5.107,76.503,9.603,0.431,0,40.916,96.234,10.498,2.758,109583,123345,36410,59232,75000,42586,0.568,6.187,1.718,85.442,78.693,2.805,7.965,3.332,4.65,3.47,2.641,2.75,2.903,2.598,0,103289,117596,112885,91336,,,95.001,1.742,3.256,3.685,2.742,93.09,6.91,0.386,95.077,3.321,0,0.297,0.286,1.631,2003,1506,40.343,21.888,236800,2167,94.329,11610,,,,,,,,,,,,,,18,0,1.75
17197880314,Will County,Plainfield,60585,,26.5,7429,55.149,44.851,35,33.962,61.085,4.954,79.499,5.129,0,6.286,7.7,2068,94.681,5.319,1958,89.939,7.099,7.201,3.79,4.01,0,96.933,56.834,0.436,5.024,62.228,92.22,7.78,1.521,5.384,3.44,77.729,4.044,85.92,1.182,0,1.721,37.133,97.804,14.096,7.661,140938,145649,40018,54770,67798,41226,0.608,4.146,0,89.622,86.728,5.977,5.129,0.965,1.547,0,0.713,0,1.427,0.375,0,148368,156731,142656,130339,,,100,0,0,5.222,0,96.374,3.626,3.524,98.876,1.124,0,0,0.629,1.685,2003,2000,57.746,0,340500,2569,89.136,6894,,,,,,,,,,,,,,1,0,0.919
17197880404,Will County,Plainfield,60544,,36.4,11299,49.783,50.217,31,35.26,57.899,6.841,71.405,8.142,0,8.903,11.258,3675,92.408,7.592,3396,78.975,14.87,17.108,3.33,1.941,0,94.5,35.587,0.853,3.867,30.53,84.946,15.054,9.337,6.138,4.292,73.062,6.889,79.11,2.313,0,1.734,36.034,89.105,15.371,8.893,76912,95162,29178,40106,53156,30722,0.578,14.709,14.307,71.36,63.174,7.656,11.753,8.277,12.43,9.479,10.948,8.101,16.742,7.964,6.339,50104,,88681,59808,0.565,,88.871,2.367,8.762,18.721,2.259,71.967,28.033,9.128,93.168,5.771,0.294,0,1.007,3.327,2001,1428,52.416,17.962,251700,2143,81.301,11036,132.19,112925,-31.891,6.408,0.481,344834,-27.008,2.847,3.589,8.101,13.153,1332,7.216,8,0,2.709
17197880408,Will County,Romeoville,60544,,37.8,5154,50.31,49.69,30.4,38.048,58.343,3.609,54.637,8.285,0.349,5.471,29.783,1624,97.291,2.709,1580,78.608,9.557,19.937,3.26,16.281,11.111,95.941,27.554,7.19,6.618,16.667,86.942,13.058,5.704,19.815,0.322,79.695,7.916,85.198,2.797,0,0,38.247,86.646,12.089,8.987,77708,75227,23438,36267,41440,25592,,10.07,0.816,78.211,75.243,4.637,12.825,10.87,15.254,0,14.222,0,18.97,9.777,36.022,86458,78250,68929,80568,,,97.537,2.463,0,5.542,4.002,83.544,16.456,0,96.456,3.101,0,0,0,1.013,1994,1842,48.462,24.615,176100,1666,91.894,5103,,,,,,,,,,,,,,6,5.14,1.709
17197880410,Will County,Romeoville,60446,,39.6,8595,49.366,50.634,28.5,37.161,60.698,2.141,36.498,14.136,0.186,7.946,36.859,2408,94.56,5.44,2277,91.524,8.52,6.544,3.77,7.832,24.155,93.89,34.231,4.07,7.284,0,80.721,19.279,10.646,29.723,4.25,80.109,6.143,86.137,3.142,0,0,40.919,97.716,8.432,9.003,88213,88691,23680,37462,45513,28162,0.619,8.773,0.877,80.151,78.173,2.141,12.461,10.509,13.072,20.484,11.821,26.052,17.157,8.549,11.957,105109,119476,91092,61017,,0.67,100,0,0,4.9,2.45,93.193,6.807,2.152,93.852,5.534,0,0,5.44,0.571,2002,1549,39.355,0,184600,1860,94.439,8609,,,,,,,,,,,,,,22,4.23,5.534
17197880411,Will County,Plainfield,60544,,28.5,3379,49.453,50.547,40.6,26.221,59.722,14.057,77.686,2.308,0,2.012,16.839,1221,89.762,10.238,1096,85.401,8.212,10.766,2.96,3.735,0,92.459,38.026,2.144,4.399,24.173,92.513,7.487,2.723,14.91,1.372,72.771,4.613,89.199,0.484,0,0.537,,88.777,25.365,2.281,114318,115402,38316,38605,56023,32389,0.578,9.462,0,84.57,78.417,12.74,4.545,0.855,0,0,0.462,0,0,0.762,0,136806,,110927,119038,,,93.694,6.306,0,49.468,13.432,83.577,16.423,16.241,97.628,2.372,0,0,7.699,0,1981,1243,29.444,13.333,277100,2065,71.943,3435,,,,,,,,,,,,,,1,0,0
17197880412,Will County,Joliet,60435|60403,,32.8,4224,50,50,35.5,30.019,63.707,6.274,67.164,6.155,0,5.942,20.313,1495,90.167,9.833,1348,79.377,9.496,17.211,3.13,3.48,0,89.542,20.625,1.104,9.996,35.849,93.111,6.889,1.752,9.924,1.742,75.853,9.756,86.696,3.216,0,0,32.378,91.246,14.837,2.448,80000,91613,29982,46143,53022,32879,0.62,2.012,0,91.927,87.618,6.25,3.717,1.869,3.18,0,2.131,0,1.577,1.932,6.792,74643,73879,84271,86563,,,97.124,1.739,1.137,38.729,6.756,87.982,12.018,7.641,96.662,2.151,0,0,4.013,0.89,1991,1991,61.111,4.938,174800,1590,87.184,4302,,,,,,,,,,,,,,24,8.05,0.742
17197880414,Will County,Joliet,60431,,35,4382,50.958,49.042,38.4,25.81,63.031,11.159,75.879,1.415,0,2.556,17.937,1518,94.335,5.665,1432,77.654,5.726,17.039,3.06,2.567,0,86.884,18.251,5.924,3.693,26.789,85.874,14.126,3.286,11.945,5.341,74.948,9.929,78.383,1.742,0,0.223,28.579,84.916,24.092,1.047,72269,92234,30735,34808,43704,30568,0.699,13.282,8.576,77.91,61.593,11.342,6.755,4.137,1.88,0,6.207,0,3.095,5.974,14.724,39700,172738,73913,38958,,,97.431,2.569,0,54.216,0.527,94.483,5.517,19.623,97.765,1.327,0,0,3.096,0,1978,1434,29.114,15.19,180700,1431,75.018,4348,,,,,,,,,,,,,,19,12.39,0.908
17197880415,Will County,Joliet,60435|60431,,38,7741,51.88,48.12,34.7,29.906,63.248,6.847,60.845,7.441,0,4.353,25.462,2433,95.725,4.275,2329,77.072,12.495,12.623,3.32,3.563,20.779,86.759,27.043,6.048,6.794,37.429,82.38,17.62,6.795,22.432,4.564,78.073,8.475,85.998,1.111,0.052,0,35.723,91.026,18.935,5.41,77140,87868,27571,39836,47714,30066,0.63,12.922,3.24,69.965,63.64,7.541,16.505,4.903,6.139,12.374,5.998,13.934,9.82,4.236,6.238,54628,66350,79982,64737,,,93.054,6.946,0,21.455,1.151,90.296,9.704,6.913,97.209,2.791,0,0,1.315,1.03,2000,1289,20.796,7.965,171900,1566,79.601,7311,,,,,,,,,,,,,,31,0,3.478
17197880416,Will County,Joliet,60586,,30.4,2970,58.249,41.751,35.1,30.976,62.66,6.364,76.7,2.929,2.357,2.929,17.407,1043,99.233,0.767,1035,72.367,6.763,25.797,2.87,1.615,0,91.515,36.198,0,3.385,0,81.751,18.249,4.848,17.711,7.667,80.236,7.071,93.025,0.317,0,0,33.428,89.662,13.14,0,65060,83779,29492,33863,49891,15755,0.316,12.761,0,77.98,74.343,8.148,4.276,0.534,0.879,0,1.044,0,0.978,0.806,3.704,51033,,68512,33542,0.745,,99.041,0,0.959,10.259,1.63,95.749,4.251,0,96.329,2.899,0.773,0,0,6.57,1995,0,34.091,34.091,178400,1554,79.818,3122,,,,,,,,,,,,,,12,0,0
17197880417,Will County,Plainfield,60586,,34.4,2614,42.234,57.766,35.7,21.653,67.98,10.367,77.353,1.109,0,1.798,19.74,1022,94.618,5.382,967,72.285,8.376,24.922,2.7,13.834,0,93.044,37.742,13.428,11.311,17.712,88.715,11.285,6.083,21.284,4.603,71.511,11.133,86.415,3.094,0,1.434,31.682,87.073,23.888,7.032,77301,105765,39767,39212,45788,37886,,14.002,1.59,72.112,59.411,10.826,14.575,0,0,0,2.334,0,0,2.926,3.321,,,79625,51528,,,90.117,7.73,2.153,19.765,2.935,95.243,4.757,10.548,92.244,4.964,0.827,0,5.284,12.099,1994,1271,84.783,47.826,192000,1489,71.553,2590,,,,,,,,,,,,,,15,0,6.722
17197880418,Will County,Joliet,60586,,29.6,5135,51.334,48.666,34.1,33.963,61.928,4.109,71.685,3.914,0,1.772,22.278,1468,95.708,4.292,1405,89.68,4.982,6.69,3.65,2.029,57.143,94.584,42.253,0.459,3.616,36.493,91.217,8.783,5.453,17.269,0.581,80.157,11.103,90.748,4.827,0.322,0.885,,97.58,9.324,1.779,114276,123759,34294,47181,65617,33633,0.513,3.525,1.548,90.477,85.609,3.953,6.446,0.556,0,0,0.623,0,0,1.006,0,57438,122500,115208,109118,,,100,0,0,2.18,0,98.861,1.139,0,97.367,2.633,0,0,0,1.637,1996,0,0,0,219000,2125,88.193,5374,,,,,,,,,,,,,,30,1.63,0.214
17197880419,Will County,Plainfield,60586,,33.4,8734,48.66,51.34,32.1,33.524,61.575,4.9,69.075,6.744,0,1.901,18.628,2534,97.435,2.565,2469,91.495,9.964,6.197,3.54,0.729,0,88.959,31.571,2.903,6.991,17.757,88.402,11.598,6.881,15.519,5.756,79.777,8.61,88.342,0.882,0.395,0,37.806,93.682,14.054,9.072,86446,97053,28012,37767,50469,30492,0.604,8.816,3.757,77.742,71.433,4.992,13.613,1.549,2.254,2.467,2.759,4.16,2.22,3.031,3.037,84505,57143,92980,56536,,0.608,98.54,1.223,0.237,6.433,1.223,94.492,5.508,1.62,94.33,5.67,0,0,0,0,1999,1075,47.059,9.559,189200,1835,91.342,8983,,,,,,,,,,,,,,16,20.2,0.162
17197880420,Will County,Plainfield,60586,,36.4,10723,49.175,50.825,29.2,35.727,60.17,4.103,61.121,8.449,0,1.753,27.352,2904,96.281,3.719,2796,92.668,8.798,6.581,3.84,3.631,24.138,88.525,27.607,0.209,8.84,28.409,85.657,14.343,4.616,19.676,3.296,73.155,9.98,82.927,5.102,0,0,38.697,96.03,8.047,6.831,88244,94338,25079,36465,55703,26341,0.473,2.923,0,87.925,83.648,5.304,11.683,7.063,8.959,6.175,7.852,5.145,11.459,6.246,0,89386,,88462,85956,,,99.587,0.413,0,2.583,1.343,96.245,3.755,0,99.106,0.894,0,0,0,0.536,2003,1373,40.952,33.333,189900,1943,89.632,10373,,,,,,,,,,,,,,26,2.89,0
17197880421,Will County,Plainfield,60586,,30.9,6051,52.917,47.083,35.1,26.161,64.155,9.684,76.202,5.437,0,2.165,10.213,1811,96.245,3.755,1743,92.025,6.483,6.196,3.47,3.383,0,94.606,38.202,4.106,8.011,22.696,93.175,6.825,2.462,7.95,3.005,71.623,10.003,87.757,0.96,0,0,33.566,89.788,22.605,6.942,99236,111942,32823,40931,42804,37384,,5.949,1.579,86.399,76.946,10.378,6.28,7.731,6.25,0,8.147,0,6.507,9.531,3.413,190669,,91775,89041,,,97.405,0,2.595,30.756,1.38,91.624,8.376,14.171,96.386,2.238,0,0,1.657,0.459,1997,1277,15.753,11.644,264100,2199,86.349,5732,,,,,,,,,,,,,,1,1.66,0.574
17197880502,Will County,Romeoville,60441,,36.2,5146,48.717,51.283,36.8,25.826,64.633,9.541,87.621,0,0.602,2.623,8.103,1823,92.704,7.296,1690,75.74,13.609,19.882,3.04,3.743,0,89.969,22.191,2.182,6.915,39.104,91.003,8.997,3.206,1.759,0.98,79.287,13.062,83.994,3.713,0.288,2.379,34.459,84.201,20.414,10.178,74440,87531,29442,27457,54013,18102,0.335,13.078,11.738,76.545,67.509,9.969,8.803,8.672,14.327,0,10.396,0,18.661,8.268,2.444,,,74478,101458,,,92.485,2.962,4.553,62.095,3.895,84.26,15.74,23.373,93.846,3.905,0,0,1.262,0,1969,1073,50.752,35.338,196100,1456,68.961,5075,-3.499,74930,-0.654,6.437,6.625,267260,-26.626,6.837,4.704,3.559,13.957,905,18.584,2,5.33,2.012
17197880503,Will County,Romeoville,60544,,36.7,3988,46.013,53.987,56,15.998,43.857,40.145,67.452,8.45,0,2.182,15.196,1995,94.987,5.013,1895,52.401,7.916,42.058,2.1,3.792,0,93.777,34.785,0,2.344,34.104,89.142,10.858,4.99,7.558,3.171,47.537,4.598,64.213,2.296,0,0,34.447,55.831,57.467,2.85,54358,64762,31954,33281,39153,26841,,9.403,1.254,81.545,66.199,40.045,7.949,2.115,2.602,0,2.587,0,2.215,2.573,2.748,90691,52083,53385,46027,,0.862,87.218,6.165,6.617,6.216,3.91,94.987,5.013,6.016,94.406,5.594,0,0,2.607,0.58,1995,1385,77.895,60,172100,992,56.556,4368,,,,,,,,,,,,,,3,0,0
17197880505,Will County,Romeoville,60446,,43.4,7595,49.664,50.336,31.6,31.982,60.592,7.426,52.298,2.897,2.686,4.437,39.987,2485,86.157,13.843,2141,82.251,12.144,15.133,3.53,4.777,27.273,83.281,19.191,1.935,10.039,18.972,75.523,24.477,14.075,30.278,8.247,78.931,13.394,90.083,2.109,0,0,30.808,95.516,21.252,11.864,73231,74205,21751,31525,34473,28418,,9.493,1.935,72.916,66.926,7.663,15.313,6.076,9.2,19.427,8.448,15.175,15.109,5.944,0,,,76817,60948,,0.793,99.557,0,0.443,49.336,0,90.939,9.061,13.732,94.535,5.465,0,0,1.69,0.327,1990,1453,41.237,37.113,165100,1668,84.078,7900,,,,,,,,,,,,,,9,5.96,3.55
17197880507,Will County,Romeoville,60446,,43.9,7443,49.093,50.907,30.1,34.287,62.099,3.614,33.79,12.199,0,18.313,29.585,2388,91.415,8.585,2183,77.233,18.369,18.278,3.41,3.439,35.065,88.716,30.18,1.293,4.49,39.405,70.173,29.827,10.587,23.891,3.312,69.152,6.842,86.621,4.135,0,0,,89.006,8.016,12.643,58750,65347,19473,33415,38801,30676,,15.683,1.293,62.309,59.563,4.399,20.697,7.711,10.039,22.037,12.24,29.897,14.89,11.489,0,60610,20197,69184,61728,,,72.446,4.439,23.116,4.271,0,67.934,32.066,0,88.731,9.299,0,0,4.481,5.176,2002,1311,57.286,38.286,164700,1726,81.052,7057,,,,,,,,,,,,,,15,0,6.001
17197880601,Will County,Lockport,60441,,28.1,3203,46.675,53.325,42.9,21.855,63.347,14.799,93.131,0.687,0,0,5.682,1295,97.297,2.703,1260,70.556,9.921,26.825,2.54,7.098,21.053,94.715,31.165,0.857,8.034,42.827,97.284,2.716,0.5,2.464,0,67.222,10.028,91.016,2.23,0,0.186,29.962,78.095,28.651,1.032,82727,90620,36339,45345,48553,40750,,6.307,4.429,88.355,79.113,15.111,5.089,1.462,3.234,0,2.185,0,1.857,2.316,2.11,,,82670,77955,,,91.506,0,8.494,60.541,4.093,88.81,11.19,22.063,96.667,2.619,0,0.714,0,0,1972,1361,46.099,18.44,195800,1520,69.884,3104,,,,,,,,,,,,,,54,5.95,0
17197880602,Will County,Lockport,60441,,31.6,3437,46.989,53.011,42.2,19.872,68.49,11.638,93.774,0.233,0,1.193,4.801,1713,85.055,14.945,1457,62.32,14.139,31.023,2.36,0.935,0,92.731,19.138,6.589,8.994,41,96.392,3.608,1.397,3.499,2.056,71.489,11.657,80.057,6.742,0,0.68,31.101,78.106,24.296,13.521,66341,78216,33708,40474,43603,39063,,7.787,4.246,78.39,70.079,13.357,12.044,12.775,23.529,52.555,14.664,48.045,20.059,13.679,11.25,,,65955,79095,,,71.687,15.995,12.318,95.388,46.702,73.301,26.699,33.219,89.499,5.491,0,1.579,6.305,1.167,1943,876,26.478,23.65,168300,1102,60.674,3542,,,,,,,,,,,,,,72,8.96,0.824
17197880701,Will County,Lockport,60441,,31.2,4627,46.402,53.598,40.7,20.445,59.585,19.97,82.105,2.075,0,0.692,10.201,2068,93.424,6.576,1932,67.857,10.352,30.694,2.39,8.634,0,95.974,27.734,0.846,8.596,31.061,96.11,3.89,0.864,4.655,0.655,65.848,7.131,84.197,4.214,0,0,35.746,72.464,34.731,6.47,67335,77154,32758,43915,53019,32353,0.61,7.37,0,83.856,74.195,21.828,5.273,7.323,5.128,2.532,6.635,1.989,2.96,5.84,12.771,,,66991,41771,,,84.865,5.899,9.236,37.911,9.961,81.729,18.271,11.853,89.855,9.731,0,0,2.176,1.346,1995,950,39.377,17.28,194100,1375,68.524,4344,,,,,,,,,,,,,,13,0,0
17197880702,Will County,Crest Hill,60441,,53.6,2989,50.619,49.381,34,26.163,62.462,11.375,31.348,38.307,0,3.479,26.932,1077,91.829,8.171,989,68.857,21.436,28.008,2.9,3.302,0,84.127,13.978,0,6.27,56.765,87.989,12.011,7.427,22.465,8.096,66.873,14.768,78.23,5.56,0,0,30.306,82.305,26.188,22.042,47841,58657,21038,23563,24048,23086,,18.348,3.497,51.463,45.267,12.874,29.432,20.117,31.461,16.575,22.585,14.414,34.448,19.784,13.824,31167,,61380,51250,0.508,,87.001,11.421,1.578,80.13,22.841,65.319,34.681,29.12,88.574,6.572,0,0,7.149,2.831,1958,1071,35.569,17.201,92900,850,61.765,2795,,,,,,,,,,,,,,2,37.61,9.909
17197880901,Will County,Crest Hill,60403,,37.7,6326,49.478,50.522,46.1,19.586,52.988,27.426,73.285,5.469,0,0.19,18.922,2736,97.661,2.339,2672,68.451,5.913,28.93,2.37,1.481,0,91.923,17.482,2.098,8.413,25.879,91.116,8.884,3.209,12.372,1.954,57.415,8.012,87.788,1.856,0,1.336,36.525,66.991,48.353,4.079,54615,60426,25917,29172,40910,21838,0.534,12.188,5.488,65.95,52.134,29.734,16.171,5.085,9.197,25.701,9.169,30.556,17.111,6.832,8.012,66893,,49549,72000,,,99.013,0.439,0,23.684,1.937,92.44,7.56,20.846,98.503,0,0,0.561,0.548,0,2002,1589,64.356,5.446,173500,993,54.98,6240,,,,,,,,,,,,,,4,0,0
17197880903,Will County,Joliet,60403,,40.6,2609,49.406,50.594,38.5,20.928,61.939,17.133,62.553,15.102,0,0.537,20.506,1499,93.596,6.404,1403,40.77,21.311,53.885,1.86,7.619,60.417,90.668,18.001,2.015,12.748,59.284,89.881,10.119,5.174,10.983,7.775,61.884,9.583,87.979,0,0,0,24.593,66.358,37.847,15.895,30550,38638,21638,30577,34273,25472,,15.6,2.564,65.964,50.671,20.468,19.088,27.797,49.688,83.453,24.799,75.281,49.634,20.606,9.62,35446,,30175,11979,,,40.894,1.601,57.505,53.702,2.869,34.711,65.289,12.402,75.552,18.603,0,0.855,0,0.499,1979,813,60.153,41.048,134100,705,40.452,2682,,,,,,,,,,,,,,23,,0.641
17197880905,Will County,Crest Hill,60403,,28.6,2477,53.855,46.145,36.7,17.319,71.094,11.587,65.684,5.854,0,2.705,21.922,1097,86.6,13.4,950,59.684,7.263,22.737,2.6,4.637,0,88.771,12.235,3.963,7.723,28.571,87.566,12.434,8.599,15.371,7.469,72.788,1.849,90.781,0,2.153,0.606,34.081,88.737,24.211,11.263,60043,66317,27015,33906,36476,22284,0.611,15.462,4.662,70.811,67.097,13.524,12.313,1.764,3.356,0,6.419,0,2.098,8.518,0,19394,,60841,78450,0.319,,95.442,0,4.558,89.517,19.052,60.211,39.789,25.579,91.579,6.842,0.842,0,4.923,1.579,1955,1174,35.714,17.46,131700,993,55.07,2697,,,,,,,,,,,,,,45,0,0
17197881001,Will County,Lockport,60441|60491,,29.1,5081,51.053,48.947,42.6,23.027,65.558,11.415,85.751,1.417,0,2.322,8.522,1821,96.485,3.515,1757,80.364,5.293,14.172,2.89,2.045,0,92.675,29.647,3.504,6.545,26.724,91.832,8.168,1.968,1.043,1.575,72.569,9.262,85.841,3.858,0,0,35.167,90.097,25.327,5.635,87399,101026,35596,41070,50982,34643,0.68,8.404,4.188,80.535,69.868,11.159,9.821,2.054,4.567,5.263,3.641,4.145,3.846,3.452,4.31,205870,107292,85343,110114,2.412,,100,0,0,46.293,1.922,94.479,5.521,28.913,94.991,3.073,0,0,2.306,2.846,1982,991,21.649,21.649,290800,1838,72.771,5052,2.329,81810,6.832,4.951,4.311,330048,-11.892,2.542,3.163,1.099,0.683,1817,-45.472,0,1.67,0.512
17197881002,Will County,Homer Glen,60491,,31.2,5154,48.176,51.824,43.1,25.165,59.119,15.716,92.045,0.601,0,0.349,5.452,1781,97.642,2.358,1739,78.493,8.626,20.184,2.96,0.487,0,93.28,30.003,3.932,4.693,44.198,87.35,12.65,2.445,2.761,1.152,63.846,4.456,83.434,2.734,0,0,32.659,72.858,34.79,4.543,84250,93193,32496,38750,49130,28958,0.589,4.928,2.621,81.801,71.381,16.434,10.904,3.81,7.589,7.229,5.083,11.667,9.715,2.461,7.531,,,86667,31964,,0.369,88.097,0.393,11.51,29.366,0.898,82.231,17.769,14.376,94.652,5.348,0,0,1.741,0.403,1990,1837,68.608,56.311,279400,1905,76.294,5231,7.811,89933,-6.319,3.895,0.561,343069,-18.559,5.223,6.408,-0.14,3.307,1543,19.081,0,13.1,0
17197881005,Will County,Homer Glen,60491,,24.8,3375,51.259,48.741,46.9,20.415,64.296,15.289,93.363,0.356,0.326,4,1.956,1248,96.314,3.686,1202,83.527,4.077,13.81,2.81,3.107,0,96.536,40.165,4.354,7.005,26.357,87.881,12.119,0.978,0.495,2.258,70.449,4.972,89.185,4.02,0,0.566,34.633,83.527,29.784,0,103534,112074,40570,46384,54918,40588,0.739,4.415,0,85.126,74.341,15.822,6.074,1.295,1.433,0,1.541,0,0.871,1.336,3.295,,127667,100536,,,,99.279,0.721,0,23.397,0.401,95.507,4.493,18.053,97.421,1.913,0,0,2.404,3.411,1987,1100,83.333,40.741,315700,1944,65.767,3606,-5.28,103231,0.294,8.495,-3.523,412256,-23.421,0,0,1.541,0.871,1272,-13.542,35,0,0
17197881006,Will County,Homer Glen,60467|60491,,29.2,2623,50.172,49.828,39.7,23.065,61.838,15.097,84.788,0,0,1.677,11.857,913,91.238,8.762,833,86.795,2.161,10.204,3.15,3.784,0,94.142,26.479,1.157,3.946,31.061,88.868,11.132,1.944,4.521,3.042,72.11,4.542,78.876,4.694,0,0,30.455,83.313,30.012,4.082,80125,92964,29976,31875,53565,17373,0.324,6.672,7.934,86.352,76.287,15.478,6.9,0.553,1.394,0,1.754,0,1.322,2.035,1.263,,,79722,92813,,,88.28,0,11.72,59.584,1.095,91.957,8.043,26.05,99.16,0.84,0,0,7.338,2.161,1978,2000,49.254,5.97,273500,1920,72.715,2425,6.22,108968,-26.469,5.707,-1.165,325524,-15.982,5.639,7.84,-3.885,-6.518,,,18,0,0
17197881007,Will County,Lockport,60491,,28.9,6054,49.125,50.875,38,30.377,59.068,10.555,85.183,2.213,0.942,0,11.315,1893,100,0,1893,82.937,1.69,15.055,3.18,8.194,8.475,94.978,49.15,1.359,3.244,23.005,93.641,6.359,3.155,4.891,0.95,72.904,6.25,83.98,6.493,0,0,34.462,86.529,23.296,3.645,102148,114633,36790,44665,55208,26362,0.478,2.874,0.435,89.775,77.8,10.093,6.343,0,0,0,1.421,0,0,2.209,1.095,,,101250,220049,,2.173,98.679,0.37,0.951,15.795,2.377,95.615,4.385,13.048,92.816,5.917,0,0,0,0.634,1997,1665,85.542,0,366200,2358,70.718,5478,,,,,,,,,,,,,,1,0,0
17197881009,Will County,Lockport,60441,,27.8,7290,52.03,47.97,33.7,31.029,64.088,4.883,85.693,2.483,0,2.73,8.436,2505,94.331,5.669,2363,77.613,6.433,19.424,3.08,7.135,0,94.655,41.289,2.078,5.736,8.708,88.162,11.838,4.39,2.088,2.683,81.469,8.141,91.469,1.34,0,0.979,31.759,94.879,12.188,3.639,89495,108426,35895,45086,50282,38417,,4.719,3.183,88.848,80.439,5.83,5.912,1.799,3.036,0,2.185,0,2.578,2.162,0,,22386,90250,89148,,,98.124,0.559,1.317,4.91,1.756,95.768,4.232,2.751,95.303,2.116,0,0.592,2.675,3.386,2002,1325,62,14,243900,1913,89.837,7101,,,,,,,,,,,,,,1,0,0
17197881010,Will County,New Lenox,60441|60491,,27.3,3618,48.369,51.631,32.2,27.778,63.709,8.513,84.467,0.028,0,0.884,13.543,1330,92.256,7.744,1227,83.374,5.786,16.626,2.94,9.5,18.557,97.552,33.812,5.373,3.471,19.481,93.339,6.661,3.87,7.003,1.805,75.747,6.611,83.97,3.012,0,1.076,34.128,92.258,19.56,2.119,69779,87336,30128,34665,41750,31983,,5.141,0,80.321,74.295,8.983,16.667,2.346,0,0,1.741,0,0,2.256,3.571,,,66964,152955,,2.284,99.173,0.827,0,23.91,0,97.474,2.526,16.952,91.932,2.445,3.26,0,0,0,2001,248,48.387,16.129,231400,1702,79.766,3750,,,,,,,,,,,,,,0,0,0
17197881011,Will County,Homer Glen,60491,,32.9,2994,51.436,48.564,44.7,21.343,63.661,14.997,92.685,0,0,2.572,4.442,1153,94.883,5.117,1094,79.25,2.559,19.835,2.74,4.844,0,91.192,24.352,3.443,7.24,46.771,84.703,15.297,4.342,3.886,5.448,62.982,11.487,83.552,5.095,0,0,36.74,76.325,28.793,7.495,76379,90701,33530,45875,60405,29097,0.482,5.478,1.721,82.632,65.865,17.268,11.156,4.268,3.55,12.121,5.645,9.821,5.321,6.191,3.786,,,77112,22026,,0.286,93.582,0.781,5.637,19.688,1.041,92.23,7.77,23.218,97.532,2.468,0,0,0,3.565,1989,1514,87.059,37.647,297000,1881,71.457,3389,,,,,,,,,,,,,,22,0,1.097
17197881012,Will County,Homer Glen,60491,,28.1,3056,49.607,50.393,43.7,25.098,64.692,10.209,97.448,0,0,1.113,1.44,970,98.866,1.134,959,89.26,3.128,10.01,3.19,0.766,0,93.625,33.236,3.129,5.159,33.333,84.882,15.118,1.178,0,0.788,73.568,9.573,82.534,5.31,0,0,34.308,89.468,23.67,1.564,101577,108851,34990,41227,53650,25923,0.483,3.501,0.782,80.825,69.208,10.635,13.122,0.467,1.099,0,0.852,0,1.314,0.809,0,,,101310,,,,94.742,0,5.258,9.278,0.515,100,0,22.419,98.227,1.773,0,0,0,0,1991,0,,,287800,1945,77.372,3027,,,,,,,,,,,,,,29,0,0
