Tract,County,City,ZIP Code,Chicago Community Area,Hardship Index,Population,Male,Female,Median age,Age <18,Age 18-64,Age 65+,White,Black,American Indian,Asian,Hispanic/Latino,Housing units,Occupied,Vacant,Households,Family households,Female-headed family households,Living alone,Average household size,Women 15-50 with recent birth,% of births to unmarried women,High school graduation rate,College graduation rate,Disability (children),Disability (working-age adults),Disability (elderly),Native,Foreign born,Non-citizens,Speak Spanish at home,Speak English poorly,Labor force participation,Unemployment,Drive alone to work,Public transportation to work,Bike to work,Walk to work,Mean travel time to work,Households with earnings,Households with Social Security income,Households with food stamps/SNAP,Household median income,Household mean income,Per capita income,Median earnings for workers,"Median earnings, male","Median earnings, female",Female earnings differential,Uninsured,Children Uninsured,Private Health Insurance,Employer-Based Health Insurance,Medicare,Medicaid,"Poverty rate, families","Poverty rate, families with children","Poverty rate, families with children <5",Poverty rate,Poverty rate <5,Child poverty rate,Working-age adult poverty rate,Elderly poverty rate,"Household median income, Black","Household median income, Asian","Household median income, Non-Hispanic White","Household median income, Hispanic",White-Black household income differential,White-Hispanic household income differential,Single housing unit,2-4 housing units in building,5+ housing units in building,Built 1979 or earlier,Built 1939 or earlier,Owner occupied,Renter occupied,Moved in before 1990,Utility gas heat,Electric heat,Combustion fuel heat,No heat,Lacking complete plumbing,No telephone service,Median year structure built,Median gross rent,Rent-burdened,Severely rent-burdened,Median value,Median selected monthly owner costs,Housing units with mortgage,Population (2010),"Population Change, 2000-2010",Household Median income (2005-2009),"Household median income, 5-year change",Unemployment (2005-2009),"Unemployment, 5-year change",Median value (2005-2009),"Median value, 5-year change",Poverty rate (2005-2009),Child poverty rate (2005-2009),"Poverty rate, 5-year change","Child poverty rate, 5-year change",Median gross rent (2005-2009),"Median gross rent, 5-year change",Walk Score,Disconnected youth,Crowded housing
17031071400,Cook County,Chicago,60614,Lincoln Park,18.4,4357,43.08,56.92,33.2,10.466,77.048,12.486,81.547,3.925,0,6.013,5.531,3099,87.383,12.617,2708,22.415,2.696,66.544,1.51,3.256,0,95.465,78.479,0,8.043,32.537,80.744,19.256,9.846,5.23,1.29,72.482,2.709,27.144,49.164,1.163,4.288,29.369,82.016,14.18,5.133,65846,97780,61827,56046,60572,50568,0.835,6.495,0,79.55,68.763,15.974,12.784,6.919,14.483,31.818,15.63,26.471,9.868,14.626,26.654,6827,61406,67844,49038,0.101,,1.452,3.227,95.321,93.03,58.309,30.982,69.018,11.854,49.298,41.987,2.4,2.253,0,1.551,1939,1289,36.651,18.887,364100,2307,59.118,4570,-7.881,79952,-17.643,3.977,-1.268,426712,-14.673,9.552,6.237,6.078,3.631,1209,6.582,24,,0.48
17031071500,Cook County,Chicago,60614,Lincoln Park,9.9,5710,43.275,56.725,32.4,8.214,82.557,9.229,81.629,3.257,0,7.373,5.377,4301,86.701,13.299,3729,21.48,2.145,65.943,1.53,4.049,0,99.021,87.917,8.316,1.464,24.288,90.35,9.65,4.956,2.875,0.564,84.564,5.054,28.971,47.144,4.772,4.893,29.306,89.246,11.531,2.709,86267,114653,76625,65542,80750,59263,0.734,3.958,0,90.21,77.04,9.019,1.681,5.243,12.537,8.84,8.144,8.411,9.382,8.231,6.262,43103,80219,91556,50476,,0.551,10.021,12.183,77.796,80.702,28.249,37.973,62.027,13.087,48.887,43.738,0.965,2.011,1.511,2.789,1969,1459,28.188,13.359,290500,1841,68.008,5768,-8.08,84658,1.901,3.158,1.896,353221,-17.757,6.213,19.231,1.931,-9.849,1310,11.389,62,,0.295
17031071600,Cook County,Chicago,60614,Lincoln Park,19,1715,52.828,47.172,35.2,20.233,64.898,14.869,83.732,4.373,0,3.265,2.857,818,87.286,12.714,714,52.381,4.622,29.832,2.4,5.109,0,96.921,82.371,0,1.168,26.275,87.872,12.128,8.571,1.635,0,74.052,6.693,44.645,33.298,0.954,0,30.035,79.972,25.35,8.123,117833,188039,81125,64205,66793,61776,,2.041,1.153,90.146,72.128,14.402,4.257,6.15,11.465,11.842,10.087,13.6,8.646,7.367,23.922,14750,76250,137344,19000,0.107,0.138,43.154,29.34,27.506,66.381,38.875,58.123,41.877,16.527,87.115,10.364,0,0.7,0,0,1968,1688,47.492,25.753,732700,2839,72.53,1783,-7.473,163812,-28.068,1.331,5.362,937508,-21.846,3.981,0,6.106,8.646,1867,-9.591,89,,0
17031071700,Cook County,Chicago,60614,Lincoln Park,15.6,1813,43.85,56.15,34.8,22.173,67.843,9.983,70.712,13.844,0.441,5.461,8.274,786,94.402,5.598,742,56.469,13.747,27.358,2.43,3.709,4.167,99.924,79.893,2.985,2.195,35.912,86.928,13.072,6.398,7.637,1.022,78.243,5.526,41.433,42.885,5.324,1.549,29.154,90.431,16.981,5.66,120938,171864,72047,66331,98000,57443,0.586,4.357,1.741,83.729,71.484,9.653,9.487,4.535,7.884,18.095,8.384,28,15.174,7.317,0.552,19706,193571,132083,33816,0.149,0.256,39.44,30.789,29.771,72.519,41.349,58.76,41.24,7.143,82.749,15.499,0,0,0,0.809,1955,1625,22.549,14.052,611700,2619,78.67,1652,1.912,142244,-14.978,0.595,4.931,804871,-24,1.889,0,6.495,15.174,1873,-13.222,94,,0
17031071800,Cook County,Chicago,60614,Lincoln Park,15.3,2670,50.936,49.064,36.1,24.494,67.228,8.277,78.502,11.948,0,2.434,5.019,1201,93.505,6.495,1123,60.018,4.72,26.18,2.38,10.014,59.155,96.872,81.177,1.07,4.29,16.29,87.678,12.322,2.397,1.56,0.287,77.876,7.228,40.344,30.172,4.261,3.024,27.844,87.533,12.378,8.549,134271,197727,83703,71992,76477,58267,,4.382,0,87.603,73.408,6.929,7.79,1.039,2.134,0,6.56,0,7.568,6.351,5.43,30605,,157784,,0.194,,51.873,17.902,30.225,57.036,25.729,63.758,36.242,15.405,81.211,15.85,0,0,0,0.89,1976,958,32.187,14.251,705700,3047,81.425,2646,-6.336,124830,7.563,3.65,3.578,740318,-4.676,5.265,0,1.295,7.568,1276,-24.899,92,,0
17031080100,Cook County,Chicago,60610,Near North Side,12.3,6657,44.735,55.265,44.1,8.773,62.19,29.037,87.021,3.65,0,2.674,4.822,4619,88.028,11.972,4066,35.268,1.205,55.632,1.64,0,0,99.007,85.428,0,2.585,24.573,91.528,8.472,2.794,2.219,0.45,71.218,3.038,29.347,28.662,1.492,16.606,27.837,84.678,29.365,1.426,90597,166782,102643,70119,92565,49479,0.535,6.595,6.507,85.699,71.053,28.601,1.622,1.534,7.666,0,7.045,0,3.938,9.807,2.069,,90020,88476,124457,,,6.062,2.62,91.318,91.102,26.391,48.451,51.549,17.093,49.262,44.688,0.639,2.705,0,4.55,1961,1594,28.817,14.218,500800,2082,44.873,6013,-12.792,92301,-1.846,1.801,1.237,653585,-23.376,7.361,5.263,-0.316,-1.325,1444,10.354,89,0,0.91
17031080201,Cook County,Chicago,60610,Near North Side,17.7,3235,42.751,57.249,50.9,2.937,72.334,24.73,91.159,4.049,1.144,1.051,0.804,2517,89.988,10.012,2265,21.413,0,71.214,1.43,5.244,0,96.734,71.111,0,6.709,14.5,86.028,13.972,5.41,4.302,5.175,70.377,6.534,27.562,39.055,4.378,13.333,,81.766,24.768,0,74195,100129,70446,65323,77596,54889,0.707,10.541,0,79.907,65.811,20.927,1.175,0,0,0,6.553,0,0,8.547,1.5,60809,,76091,,0.799,,4.489,2.145,93.365,94.835,8.661,54.128,45.872,15.188,48.124,46.976,2.208,1.545,0,2.34,1968,1396,29.933,7.411,235500,1875,62.969,3287,,,,,,,,,,,,,,98,,1.766
17031080202,Cook County,Chicago,60610,Near North Side,13.5,3533,42.174,57.826,37.2,9.001,77.583,13.416,85.508,3.085,0,8.774,2.321,2692,85.958,14.042,2314,28.22,1.21,63.915,1.53,4.823,0,99.01,91.785,1.887,0.949,10.97,81.8,18.2,11.039,3.913,1.749,83.534,7.027,27.566,35.68,2.586,20.644,29.925,88.505,21.305,0,77172,119508,79989,64962,86513,53820,,2.972,0,91.622,81.206,13.416,1.727,1.378,0,0,4.5,0,0,4.962,4.852,45081,63527,83375,70139,0.541,,8.692,1.189,90.119,78.566,20.431,50.994,49.006,13.224,56.655,35.264,0,2.161,0,2.636,1966,1356,29.718,13.757,265700,1852,68.051,3498,,,,,,,,,,,,,,99,,2.29
17031080300,Cook County,Chicago,60610,Near North Side,10.8,4480,49.531,50.469,30.3,11.362,83.415,5.223,77.991,7.79,0,8.616,3.304,2713,90.564,9.436,2457,29.955,4.843,49.288,1.82,2.854,32.075,98.754,83.998,0,3.613,14.53,86.763,13.237,3.996,2.712,0.432,88.55,4.602,25.646,47.595,1.804,7.517,29.581,94.546,7.204,3.826,104598,148503,83368,67740,73431,63934,,3.929,0,91.362,79.821,5.223,2.366,7.201,13.738,13.636,12.121,14.377,18.468,11.239,12.393,13309,107548,112500,250000,0.118,,14.56,21.194,64.246,35.975,20.383,44.241,55.759,3.663,69.109,30.362,0,0,2.064,5.047,1987,1731,36.788,21.679,465700,2491,83.257,4315,5.321,100194,4.395,3.977,0.625,443043,5.114,8.127,0,3.994,18.468,1427,21.322,96,,1.832
17031080400,Cook County,Chicago,60610,Near North Side,46,4907,42.755,57.245,28.5,32.525,62.829,4.646,36.397,55.35,1.691,1.936,2.486,2046,100,0,2046,44.33,24.096,37.195,2.39,1.635,0,91.014,50.842,0,6.195,53.509,91.93,8.07,7.092,1.718,1.964,74.63,18.049,27.617,40.927,0.748,18.345,,67.742,11.975,36.364,25208,81855,36588,64659,59762,68565,,9.741,0,49.806,46.709,6.481,38.7,52.811,72.822,69.605,50.833,68.848,75.451,40.156,27.632,7909,161287,165814,2500,0.048,,9.824,23.021,67.155,46.676,19.11,30.303,69.697,5.376,70.674,27.859,0,0.538,4.643,5.425,1986,485,36.536,21.529,486900,2344,92.581,4317,-3.896,32090,-21.446,9.229,8.82,587487,-17.122,39.722,53.794,11.111,21.657,487,-0.335,91,,0.733
17031081000,Cook County,Chicago,60610,Near North Side,24.7,7427,42.022,57.978,30.7,1.818,79.13,19.052,70.998,9.56,0,11.822,6.463,5031,90.817,9.183,4569,17.093,1.948,71.372,1.35,0,0,92.548,60.132,0,6.619,38.516,81.244,18.756,11.566,6.74,3.701,64.078,5.45,18.863,29.824,3.243,37.2,21.928,68.658,20.201,16.962,45593,71727,45844,37950,46344,33685,0.727,7.607,0,78.686,61.923,19.429,11.108,16.389,0,0,22.531,0,0,18.651,37.809,20750,52531,73324,9775,0.283,0.133,1.888,3.3,94.812,50.845,14.45,17.859,82.141,4.224,46.597,47.625,0.569,1.685,0.517,0,1979,1086,46.709,21.823,364300,2147,70.221,7546,2.947,40867,11.564,5.582,-0.132,463678,-21.433,22.909,0,-0.378,0,1000,8.628,99,0,0
17031081100,Cook County,Chicago,60610,Near North Side,16.6,3657,46.924,53.076,32.7,1.121,83.21,15.669,75.554,9.981,0,4.266,7.356,3183,83.098,16.902,2645,17.883,0,70.699,1.38,1.429,0,96.115,69.442,0,4.699,29.843,85.398,14.602,9.653,7.771,3.263,77.351,6.936,17.171,32.519,0.543,28.992,28.537,77.883,18.412,13.27,56607,94022,68766,51730,62044,41929,0.676,10.5,0,79.054,64.206,16.708,7.301,0,0,0,16.544,0,0,17.68,11.693,9091,63269,84821,31396,0.107,0.37,2.136,2.293,95.57,69.4,28.684,24.234,75.766,7.826,43.025,50.888,0,3.781,3.77,1.928,1972,1271,41.218,22.455,382600,1974,64.431,3640,-2.098,55371,2.232,13.103,-6.167,503403,-23.997,21.257,19.672,-4.713,-19.672,1337,-4.965,100,,0.491
17031081201,Cook County,Chicago,60611,Near North Side,3.9,4552,39.719,60.281,38.3,4.262,74.363,21.375,74.583,2.834,0,13.181,7.381,3526,79.665,20.335,2809,26.344,3.275,58.135,1.52,1.065,0,99.34,86.285,0,1.448,29.599,86.358,13.642,8.765,7.938,0.427,71.661,8.485,16.613,39.586,0,26.081,21.947,82.556,26.308,2.706,73263,194416,121316,44500,52305,36789,,4.613,0,87.698,70.409,21.924,3.01,3.108,0,0,9.246,0,0,12.677,0.103,,55066,89625,41382,,,2.354,0.482,97.164,66.024,11.288,51.727,48.273,5.981,42.506,52.795,2.563,0,0,3.097,1971,1528,59.145,27.139,541200,2747,58.293,4059,,,,,,,,,,,,,,100,0,0
17031081202,Cook County,Chicago,60611,Near North Side,15.2,3221,49.177,50.823,53.3,9.066,56.877,34.058,85.563,0.776,0,3.788,9.034,2315,82.333,17.667,1906,36.988,7.817,52.204,1.69,20.264,0,99.36,72.611,6.849,2.784,19.508,93.294,6.706,2.701,3.689,1.35,62.959,6.478,29.594,26.102,1.832,20.321,23.067,80.063,40.084,2.676,81154,163205,97505,52143,69063,33750,0.489,8.507,20.548,78.05,64.7,35.175,3.384,1.135,0,0,6.892,0,0,11.299,1.367,31406,101125,85547,80430,0.367,,3.11,8.769,88.121,96.544,33.261,67.314,32.686,18.835,57.293,34.26,2.361,2.518,1.21,2.151,1956,1515,36.116,17.817,560400,2056,42.634,2995,,,,,,,,,,,,,,94,,0
17031081300,Cook County,Chicago,60611,Near North Side,6.3,5053,45.656,54.344,49.9,4.057,68.059,27.884,75.242,4.215,0,15.971,4.453,4435,72.582,27.418,3219,36.471,0.932,55.11,1.57,4.724,0,100,79.821,0,1.716,28.886,77.617,22.383,11.894,3.805,0.679,65.058,4.597,22.094,23.861,1.734,34.5,25.02,76.67,27.151,0.839,102096,198721,127743,76181,93527,61591,0.659,3.82,0,89.828,73.046,27.884,2.118,1.789,0,0,7.184,0,0,8.811,4.258,89837,80500,109885,77464,,,2.909,0.383,96.708,87.599,14.859,61.386,38.614,16.682,36.657,57.906,0.87,2.392,0,2.299,1964,1556,22.204,14.159,421400,2296,59.16,4884,-16.284,91496,11.585,4.118,0.479,610881,-31.018,6.16,0,1.024,0,1329,17.118,97,,2.299
17031081401,Cook County,Chicago,60611,Near North Side,25.8,2516,42.25,57.75,46.7,5.564,69.595,24.841,66.693,17.051,0,10.652,1.908,1839,85.481,14.519,1572,26.59,0,64.186,1.57,2.92,100,98.405,77.817,0,2.399,33.44,75.238,24.762,13.394,1.01,0.687,65.446,20.579,28.666,12.593,2.237,45.236,,68.066,30.216,1.081,81818,109911,69293,61875,87431,53420,,5.684,0,86.248,65.819,25.199,3.378,2.153,0,0,11.646,0,0,13.817,8.32,102868,114583,61328,56719,,,2.828,0,97.172,56.552,28.657,50.573,49.427,13.931,12.023,80.725,1.399,2.99,0,1.527,1971,1446,45.817,24.324,487000,2593,54.34,2279,,,,,,,,,,,,,,98,0,1.781
17031081402,Cook County,Chicago,60611,Near North Side,6.6,4389,43.039,56.961,40.3,4.83,81.545,13.625,71.201,3.554,1.162,16.245,4.762,3594,79.382,20.618,2853,37.084,3.049,56.642,1.54,5.764,0,97.501,77.455,7.075,5.337,33.779,79.859,20.141,4.352,3.1,2.29,65.038,3.811,38.137,10.694,2.606,33.691,27.695,79.776,16.193,1.963,105625,146929,96384,71611,82260,68611,,5.468,41.981,85.6,68.763,15.357,2.597,0,0,0,5.582,0,0,6.398,2.676,56765,57656,112264,72321,0.506,,2.449,0.807,96.745,27.713,3.228,44.62,55.38,4.732,27.34,70.838,0,0.981,1.308,3.12,1990,1732,43.608,12.468,491700,2314,50.196,4243,,,,,,,,,,,,,,90,,0.876
17031081403,Cook County,Chicago,60611,Near North Side|Loop,7.9,7004,53.698,46.302,33.4,5.026,85.08,9.894,64.849,2.656,0.7,22.43,7.481,5562,88.17,11.83,4904,26.57,0,64.743,1.43,3.773,0,100,88.199,0,2.685,14.286,73.401,26.599,15.448,4.514,1.165,78.548,6.871,28.783,13.218,0,46.51,23.605,92.435,8.993,0.734,76327,132070,93181,72743,81114,49662,0.612,6.611,0,91.305,77.427,9.266,0,0,0,0,7.025,0,0,8.256,0,75938,75736,102838,33324,,0.324,3.596,2.283,94.121,25.261,1.924,24.816,75.184,0.918,48.206,50.489,0,0.979,0,2.08,1996,1723,43.287,22.593,375500,2151,65.735,6229,,,,,,,,,,,,,,85,,2.753
17031081500,Cook County,Chicago,60611,Near North Side,2.6,4400,47,53,34.3,5.932,81.455,12.614,72.341,2.091,0,18.068,3.227,4089,70.629,29.371,2888,32.687,1.454,59.141,1.51,4.224,0,100,86.848,0,2.232,17.658,81.659,18.341,12.364,1.605,1.841,69.123,2.552,24.014,17.866,0.615,37.107,25.822,84.418,11.738,0,94327,165600,109008,75049,93298,60673,0.65,5.25,10.728,91.705,71.773,11.909,0.455,8.369,8.523,0,10.9,0,11.494,11.629,5.946,17000,77136,110104,27091,0.154,,0.22,0.44,99.34,18.048,1.908,43.906,56.094,1.073,29.501,68.837,0,1.073,1.272,3.843,1993,1835,30.247,15.123,487000,2782,70.584,4379,36.46,97529,-3.283,6.288,-3.736,638357,-23.71,7.039,10.256,3.861,1.238,1750,4.851,98,,0
17031081600,Cook County,Chicago,60654,Near North Side,6.5,3177,48.851,51.149,34.3,5.351,85.427,9.223,72.93,1.196,0,15.455,5.257,3021,75.207,24.793,2272,21.039,0,73.151,1.4,5.116,0,100,85.863,0,3.316,24.573,79.887,20.113,9.348,4.691,0.456,81.377,11.238,21.087,15.884,0,47.376,21.18,82.746,8.539,0,85395,155396,112067,81082,98854,66008,0.668,1.826,0,95.751,78.376,8.058,1.542,10.879,30.469,37.864,15.707,36.449,31.176,16.433,0,,91302,84836,114917,,,1.92,0.662,97.418,26.978,1.324,30.106,69.894,4.313,34.683,61.576,0.528,0.616,0,1.144,1997,1950,42.821,19.71,313800,2092,75.439,3545,77.161,93009,-8.186,4.411,6.827,349800,-10.292,10.453,0,5.254,31.176,1879,3.767,99,,2.817
17031081700,Cook County,Chicago,60654|60610,Near North Side,10.5,3607,53.424,46.576,30.1,6.876,89.798,3.327,61.464,3.77,1.414,16.801,17.022,2561,86.451,13.549,2214,20.596,1.084,65.131,1.63,3.257,0,97.723,84.228,0,3.026,25,79.568,20.432,12.753,13.858,1.246,88.985,6.658,19.642,20.984,1.677,41.409,28.376,95.483,3.433,1.084,92011,120291,74462,61676,70284,55273,,6.321,0,89.077,73.579,4.297,3.133,0,0,0,4.519,0,0,5.032,0,,100612,93250,37372,,0.401,1.328,6.95,91.722,12.651,6.989,22.177,77.823,0.723,29.313,65.673,1.355,0,1.757,3.975,2000,1785,42.426,24.086,334900,1978,71.69,3102,66.149,90244,1.958,4.795,1.863,411705,-18.655,9.721,25.806,-5.202,-25.806,1577,13.2,98,,3.162
17031081800,Cook County,Chicago,60654,Near North Side,0,7488,45.566,54.434,32.9,5.422,92.695,1.883,81.116,2.39,0.654,8.413,3.566,5584,94.52,5.48,5278,25.957,2.311,67.791,1.42,3.34,0,100,88.799,2.956,2.017,0,86.592,13.408,4.741,3.821,0,90.455,5.167,31.786,13.712,1.235,38.914,24.706,94.487,2.671,0.265,100650,140614,100331,80427,94680,66203,0.699,4.768,0,94.084,75.267,2.204,0.294,1.606,0,0,5.262,0,0,5.676,0,78587,121603,98633,87500,,,5.158,0.412,94.431,24.803,18.893,53.41,46.59,0,58.981,39.409,0.265,0.701,0,1.724,2002,1956,39.569,10.777,409600,2435,86.733,6866,148.588,120803,-16.683,3.142,2.025,467099,-12.31,2.82,1.442,2.442,-1.442,1816,7.691,97,,0.739
17031081900,Cook County,Chicago,60610|60654,Near North Side,21.7,1152,50.955,49.045,32.9,15.712,79.948,4.34,39.063,37.24,0.521,13.889,3.212,930,61.398,38.602,571,47.285,16.112,41.856,2.02,8.629,26.471,90.832,61.328,0,12.486,52,89.323,10.677,5.816,2.813,0,77.961,14.135,35.118,9.449,1.732,30.709,,83.888,8.757,29.422,120938,168537,83992,76932,102500,46713,0.456,11.372,0,65.538,55.816,6.337,19.705,18.519,38.136,26.374,25.26,23.967,44.751,21.716,20,9295,177031,168194,125096,0.055,,43.656,0.645,55.699,68.71,12.688,49.387,50.613,3.853,70.578,26.795,0,0.876,21.505,1.751,1972,858,25.606,19.031,481700,3201,80.496,1053,-28.803,41130,194.038,16.064,-1.929,682386,-29.409,37.742,49.901,-12.482,-5.15,693,23.813,92,,1.751
17031090100,Cook County,Chicago,60631,Edison Park,36.5,3262,43.041,56.959,46.6,19.191,59.994,20.815,87.002,0,0,1.686,10.944,1443,89.466,10.534,1291,73.044,8.366,24.942,2.53,1.98,0,84.912,36.285,0,2.862,35.935,81.361,18.639,4.2,10.483,4.578,63.837,4.375,75.759,5.58,2.604,5.208,31.622,72.812,30.209,1.394,70221,93974,37881,42046,56467,34500,0.611,6.898,0,85.5,79.491,20.264,3.127,1.166,3.767,0,2.269,0,1.597,1.584,4.86,,46000,76042,55172,,0.726,88.288,2.287,9.425,93.278,2.218,86.909,13.091,32.843,93.106,6.197,0,0.697,2.148,0.697,1956,974,23.077,15.976,315100,1629,63.28,3405,-1.618,91142,-22.954,3.267,1.108,411705,-23.465,3.726,4.821,-1.457,-3.224,958,1.69,60,0,3.563
17031090200,Cook County,Chicago,60631,Edison Park,26.8,6406,48.736,51.264,41,19.732,65.314,14.955,87.73,1.826,0,2.061,7.118,2929,91.431,8.569,2678,56.348,4.929,35.922,2.39,1.8,44.828,95.304,42.67,1.424,7.314,35.177,87.231,12.769,3.372,5.954,2.195,68.629,7.759,68.923,15.687,0.537,3.549,33.884,75.429,28.94,1.718,83561,97672,42001,53179,57727,48958,,8.976,0,79.254,73.057,16.75,8.383,0,0,0,1.826,0,0,2.223,2.505,,49519,82044,175078,,,56.743,7.784,35.473,92.796,38.511,73.338,26.662,22.591,96.639,1.008,0,0,0,3.473,1951,1101,13.866,2.941,322600,1681,64.817,6564,2.546,85635,-2.422,7.841,-0.082,393939,-18.109,3.115,1.469,-1.289,-1.469,1106,-0.423,70,15.79,1.419
17031090300,Cook County,Chicago,60631,Edison Park,26.2,1325,54.264,45.736,41.9,20.453,64.679,14.868,93.811,0,0,2.34,3.321,553,94.394,5.606,522,63.985,4.406,30.46,2.54,0,0,95.124,52.282,0,5.251,29.949,88.906,11.094,0.981,0.988,2.801,64.817,7.257,75.399,11.502,0.639,4.633,31.223,74.904,31.226,5.364,90938,106947,42450,52375,65244,36875,0.565,2.792,0,86.792,80.679,15.396,6.792,3.293,6.164,11.25,5.887,8.108,6.642,4.901,9.137,,96250,86833,143333,,,82.278,15.19,2.532,92.043,30.38,83.908,16.092,39.08,90.996,4.598,0,0,3.074,0.958,1951,1380,23.81,5.952,307600,1484,59.817,1372,-6.412,100692,-9.687,5.039,2.218,442602,-30.502,0.488,0,5.399,6.642,1339,3.1,58,,0
17031100100,Cook County,Chicago,60646,Norwood Park,37.9,5666,53.53,46.47,42,22.361,61.366,16.273,79.033,0,0,4.977,13.325,2397,90.697,9.303,2174,65.409,8.418,33.947,2.6,11.121,38.843,87.702,42.494,0,8.427,46.529,77.144,22.856,7.077,10.561,4.731,68.361,10.978,70.263,12.31,0,0.964,32.259,73.689,35.419,11.408,66941,81485,32654,42696,47070,34340,,15.602,17.364,68.232,57.801,16.837,12.849,3.797,0,0,5.136,0,0,5.292,11.605,,34704,66595,66649,,,49.228,39.716,11.055,92.908,32.541,68.721,31.279,28.933,95.446,3.45,0.552,0,0,2.346,1954,1027,23.382,12.206,282000,1248,54.953,5313,-6.031,66348,0.894,5.275,5.703,407291,-30.762,3.812,0,1.324,0,983,4.456,68,7.05,2.668
17031100200,Cook County,Chicago,60631,Norwood Park,29.7,6605,51.113,48.887,44.4,17.926,63.997,18.077,82.589,3.149,0.772,0.151,12.99,2965,91.804,8.196,2722,63.042,10.948,34.093,2.36,1.168,0,93.93,27.554,4.139,6.729,29.322,87.737,12.263,5.587,7.173,1.705,68.263,8.34,78.833,11.253,0,1.25,32.422,79.206,31.558,4.004,78084,82633,35164,41508,48049,36922,0.768,12.675,2.449,76.456,67.129,18.187,6.758,0.874,2.377,0,2.756,0,1.351,2.983,3.438,,,77419,92826,,,59.089,11.298,29.612,88.331,26.61,74.945,25.055,33.762,87.877,10.434,0,1.69,0,0,1954,1109,38.856,21.848,267800,1141,61.765,6749,-1.618,64648,20.783,3.193,5.147,397691,-32.661,5.309,4.128,-2.553,-2.777,977,13.561,75,10.79,0.588
17031100300,Cook County,Chicago,60631,Norwood Park,38.9,6029,43.141,56.859,50.1,17.267,52.928,29.806,80.063,1.543,0.1,2.355,12.921,2755,90.817,9.183,2502,52.318,8.313,44.484,2.27,3.148,0,87.525,29.6,2.305,7.011,48.559,83.43,16.57,2.189,2.079,1.577,47.278,7.811,77.344,8.042,0,5.469,26.24,49.281,53.557,7.754,59063,75811,33381,36167,36739,35130,,4.564,0.865,82.369,69.564,28.049,6.655,6.417,1.792,0,7.989,0,1.729,5.685,16.784,,71141,51371,,,,57.278,3.158,39.564,85.626,33.358,65.388,34.612,25.34,84.452,12.51,0,0.6,1.742,1.998,1959,1300,81.755,59.122,346400,1582,63.509,6177,-5.246,76024,-22.31,4.874,2.937,445692,-22.278,4.449,6.571,3.54,-4.842,1181,10.103,61,4.24,0
17031100400,Cook County,Chicago,60631,Norwood Park,33,3027,51.536,48.464,42.7,23.423,61.249,15.329,83.119,0.165,0,1.784,12.884,1256,97.93,2.07,1230,67.642,2.52,28.13,2.45,18.467,0,95.013,47.573,3.385,4.263,31.681,90.981,9.019,4.163,6.959,0.389,68.599,7.218,84.563,5.823,0,0,35.085,76.504,29.187,0.569,85761,93350,38302,58217,76948,41164,0.535,3.966,0,89.028,79.346,17.548,4.594,4.447,0,0,6.51,0,0,9.282,5.388,,,83750,86964,,,96.258,0.955,2.787,96.178,6.29,95.528,4.472,34.878,98.049,1.301,0,0,0,0,1952,1380,16.364,16.364,318700,1751,64.511,3066,-1.256,86157,-0.46,3.626,3.592,403649,-21.045,7.573,15.86,-1.063,-15.86,1741,-20.748,48,,2.846
17031100500,Cook County,Chicago,60656,Norwood Park,29.1,5156,49.884,50.116,46.7,23.623,57.118,19.259,90.07,0.097,0.892,2.793,5.915,2329,84.457,15.543,1967,73.208,7.321,25.064,2.62,2.204,9.524,94.82,34.514,1.149,9.134,24.874,84.31,15.69,3.821,2.371,4.597,71.255,4.688,81.142,10.255,0.113,0.526,27.072,78.088,37.977,1.373,82478,97752,38068,49770,72372,37804,0.522,1.261,0,94.356,84.271,21.102,2.211,0,0,0,1.338,0,0,0.272,6.143,,77917,81535,120672,,1.48,91.198,5.582,3.22,95.62,5.195,96.34,3.66,40.62,97.763,0.763,0,0,0,0.458,1955,0,43.056,19.444,290100,1232,59.631,5779,-1.818,84936,-2.894,6.131,-1.443,392063,-26.007,3.891,0,-2.553,0,1362,-100,53,,0
17031100600,Cook County,Chicago,60656,Norwood Park,31.9,5254,46.346,53.654,42.9,20.936,64.694,14.37,75.619,0.438,0,5.9,16.578,1970,95.99,4.01,1891,66.261,12.692,28.239,2.78,5.95,65.278,92.344,29.847,5.182,9.679,38.411,74.058,25.942,6.681,12.435,5.358,71.496,11.551,73.787,7.747,0.527,0.451,32.679,77.79,35.219,8.831,58750,84012,31601,36583,38750,33083,,9.821,2.545,72.402,65.017,17.016,11.001,4.948,10.056,9.73,5.71,15.079,9.545,5.737,0,,150313,58563,50417,,,83.655,5.33,11.015,96.244,15.025,81.386,18.614,29.508,96.351,0.846,0,0.37,0.558,2.433,1954,1038,46.307,24.716,271700,1343,58.025,4832,2.634,71200,-17.486,7.17,4.381,360835,-24.702,8.387,7.835,-2.677,1.71,1027,1.039,55,7.14,0.74
